,src,rtime,dst,size,sid,mid
1623,1,236788,2,586996,5,7
1624,1,236798,2,585227,5,14
1625,1,236808,2,584966,5,18
1626,1,236817,2,585615,5,26
1627,1,236825,2,585943,5,28
1628,1,236833,2,587727,5,29
1629,1,236842,2,590204,5,30
1630,1,236852,2,584686,5,33
1631,1,236858,2,588526,5,35
1632,1,236865,2,587135,5,0
1633,1,236871,2,584468,5,5
1634,1,236877,2,586193,5,6
1635,1,236882,2,588081,5,7
1636,1,236887,2,587173,5,14
1637,1,236893,2,586454,5,18
1638,1,236898,2,588116,5,26
1639,1,236903,2,584825,5,28
1640,1,236911,2,589072,5,29
1641,1,236917,2,587674,5,30
1642,1,236925,2,587849,5,33
1643,1,236930,2,585131,5,35
1644,1,236939,2,584518,5,0
1645,1,236947,2,586365,5,5
1646,1,236960,2,586697,5,6
1647,1,236967,2,585860,5,7
1648,1,236975,2,584938,5,14
1649,1,236996,2,586568,5,18
1650,1,237005,2,586500,5,26
1651,1,237240,2,584560,5,28
1652,1,237255,2,589005,5,29
1653,1,237301,2,585401,5,30
1654,1,237307,2,585429,5,33
1655,1,237317,2,587966,5,35
1656,1,237329,2,585138,5,0
1657,1,237340,2,582834,5,5
1658,1,237350,2,586152,5,6
1659,1,237356,2,585296,5,7
1660,1,237359,2,584142,5,14
1661,1,237365,2,588838,5,18
1662,1,237378,2,585940,5,26
1663,1,237392,2,586066,5,28
1664,1,237469,2,587036,5,29
1665,1,237478,2,590597,5,30
1666,1,237483,2,587040,5,33
1667,1,237488,2,588596,5,35
1668,1,237532,3,587745,5,0
1669,1,237576,3,585383,5,5
1670,1,237635,3,586870,5,6
1671,1,237665,3,584195,5,7
1672,1,237689,3,584364,5,14
1673,1,237699,3,584840,5,18
1674,1,237708,3,587695,5,26
1675,1,237749,3,590267,5,28
1676,1,237771,3,584325,5,29
1677,1,237777,3,585198,5,30
1678,1,237784,3,588957,5,33
1679,1,237857,3,584374,5,35
1680,1,237876,3,588855,5,0
1681,1,238114,3,585432,5,5
1682,1,238127,2,585398,5,0
1683,1,238134,2,588420,5,5
1684,1,238140,2,584737,5,6
1685,1,238154,2,588613,5,7
1686,1,238161,2,584039,5,14
1687,1,238167,2,586709,5,18
1688,1,238174,2,587049,5,26
1689,1,238181,2,581753,5,28
1690,1,238183,3,584351,5,6
1691,1,238191,2,586328,5,29
1692,1,238195,3,587896,5,7
1693,1,238197,2,588220,5,30
1694,1,238211,3,590521,5,14
1695,1,238212,3,586498,5,18
1696,1,238216,2,585833,5,33
1697,1,238224,2,583491,5,35
1698,1,238226,3,587058,5,26
1699,1,238235,3,585979,5,28
1700,1,238235,2,590253,5,0
1701,1,238243,2,587592,5,5
1702,1,238246,3,584405,5,29
1703,1,238252,2,587436,5,6
1704,1,238256,3,585552,5,30
1705,1,238260,2,586759,5,7
1706,1,238268,2,585452,5,14
1707,1,238275,2,584883,5,18
1708,1,238276,3,585308,5,33
1709,1,238283,2,585508,5,26
1710,1,238327,3,588043,5,35
1711,1,238328,2,587993,5,28
1712,1,238335,2,587328,5,29
1713,1,238338,3,586173,5,0
1714,1,238345,2,587379,5,30
1715,1,238350,3,587166,5,5
1716,1,238355,2,587278,5,33
1717,1,238358,3,587784,5,6
1718,1,238368,2,585302,5,35
1719,1,238385,3,581232,5,7
1720,1,238390,3,590575,5,14
1721,1,238394,3,586986,5,18
1722,1,238399,3,584953,5,26
1723,1,238404,3,584622,5,28
1724,1,238424,2,586868,5,0
1725,1,238430,2,592336,5,5
1726,1,238435,2,586210,5,6
1727,1,238442,2,586973,5,7
1728,1,238447,2,587580,5,14
1729,1,238452,3,587185,5,29
1730,1,238455,2,586070,5,18
1731,1,238467,2,586384,5,26
1732,1,238469,2,582548,5,28
1733,1,238478,2,587613,5,29
1734,1,238480,3,584488,5,30
1735,1,238487,2,589754,5,30
1736,1,238489,3,584973,5,33
1737,1,238497,2,585717,5,33
1738,1,238503,3,588070,5,35
1739,1,238505,2,588528,5,35
1740,1,238512,3,586686,5,0
1741,1,238520,3,583793,5,5
1742,1,238526,3,586918,5,6
1743,1,238540,3,586357,5,7
1744,1,238549,3,586140,5,14
1745,1,238559,3,587751,5,18
1746,1,238572,3,584953,5,26
1747,1,238592,3,587696,5,28
1748,1,238607,3,588519,5,29
1749,1,238615,3,584623,5,30
1750,1,238619,3,591107,5,33
1751,1,238624,3,588017,5,35
1752,1,238645,2,585277,5,0
1753,1,238650,2,587187,5,5
1754,1,238658,2,588590,5,6
1755,1,238674,2,587022,5,7
1756,1,238685,2,584054,5,14
1757,1,238695,2,584720,5,18
1758,1,238702,2,585802,5,26
1759,1,238711,2,587578,5,28
1760,1,238724,2,585776,5,29
1761,1,238730,2,588084,5,30
1762,1,238738,2,587354,5,33
1763,1,238746,2,584076,5,35
1764,2,62699,3,991430,1,0
1765,2,62712,1,1010615,1,30
1766,2,62727,1,1013436,1,31
1767,2,62740,1,986534,1,0
1768,2,62754,3,994298,1,1
1769,2,62764,1,998887,1,1
1770,2,62771,3,991576,1,3
1771,2,62784,1,992415,1,3
1772,2,62804,3,1015967,1,9
1773,2,62821,1,1012843,1,9
1774,2,62838,1,1000607,1,16
1775,2,62844,3,996542,1,16
1776,2,62848,1,1020737,1,18
1777,2,62864,1,1015937,1,19
1778,2,62866,3,1017027,1,18
1779,2,62880,1,996652,1,20
1780,2,62890,3,1016350,1,19
1781,2,62897,1,1026197,1,27
1782,2,62909,3,982199,1,20
1783,2,62912,1,986154,1,29
1784,2,62931,3,1026996,1,27
1785,2,62946,1,1007949,1,30
1786,2,63019,3,991827,1,29
1787,2,63038,3,1019058,1,30
1788,2,63045,1,1014143,1,31
1789,2,63059,1,1016286,1,30
1790,2,63070,3,1006367,1,31
1791,2,63108,3,994763,1,0
1792,2,63127,3,999147,1,1
1793,2,63132,1,1010773,1,31
1794,2,63143,3,1000210,1,3
1795,2,63151,1,1012448,1,30
1796,2,63170,1,1005181,1,31
1797,2,63179,1,991787,1,0
1798,2,63187,1,994085,1,1
1799,2,63196,1,996624,1,3
1800,2,63205,1,1009835,1,9
1801,2,63216,1,1000386,1,16
1802,2,63226,1,1024599,1,18
1803,2,63241,1,1019431,1,19
1804,2,63248,3,1020869,1,9
1805,2,63256,1,989978,1,20
1806,2,63269,3,1000176,1,16
1807,2,63272,1,1024824,1,27
1808,2,63286,3,1021975,1,18
1809,2,63287,1,989193,1,29
1810,2,63301,3,1017229,1,19
1811,2,63306,1,988288,1,0
1812,2,63317,3,990076,1,20
1813,2,63330,3,1025802,1,27
1814,2,63331,1,994294,1,1
1815,2,63355,3,985717,1,29
1816,2,63358,1,996568,1,3
1817,2,63370,1,1018431,1,9
1818,2,63384,1,1002881,1,16
1819,2,63386,3,1007550,1,30
1820,2,63395,1,1020839,1,18
1821,2,63409,1,1017339,1,19
1822,2,63411,3,1017055,1,31
1823,2,63421,1,984366,1,20
1824,2,63435,1,1025370,1,27
1825,2,63441,3,1018551,1,30
1826,2,63448,1,988255,1,29
1827,2,63460,1,982877,1,0
1828,2,63469,1,992754,1,1
1829,2,63479,3,1011094,1,31
1830,2,63482,1,991990,1,3
1831,2,63494,1,1016407,1,9
1832,2,63516,1,1009423,1,16
1833,2,63516,3,1019565,1,30
1834,2,63526,1,1019624,1,18
1835,2,63537,1,1022586,1,19
1836,2,63704,3,1008468,1,31
1837,2,63718,3,983301,1,0
1838,2,63735,3,1003230,1,1
1839,2,63743,3,997224,1,3
1840,2,63754,3,1014797,1,9
1841,2,63767,3,999525,1,16
1842,2,63776,3,1019230,1,18
1843,2,63784,3,1017591,1,19
1844,2,63800,3,988192,1,20
1845,2,63800,1,990114,1,20
1846,2,63818,1,1025901,1,27
1847,2,63820,3,1023952,1,27
1848,2,63833,1,994507,1,29
1849,2,63887,3,985465,1,29
1850,2,63909,3,984370,1,0
1851,2,63951,3,999377,1,1
1852,2,63970,3,994293,1,3
1853,2,63991,3,1008943,1,9
1854,2,64000,3,1000488,1,16
1855,2,64013,3,1017558,1,18
1856,2,64024,3,1027482,1,19
1857,2,64035,3,985890,1,20
1858,2,64042,3,1023396,1,27
1859,2,64051,3,995532,1,29
1860,2,73137,1,1005815,1,30
1861,2,73475,1,1013421,1,31
1862,2,73554,1,995344,1,0
1863,2,73582,1,997371,1,1
1864,2,73802,1,991304,1,3
1865,2,73821,3,993990,1,0
1866,2,73840,3,999214,1,1
1867,2,73851,3,993031,1,3
1868,2,73866,3,1015509,1,9
1869,2,73875,3,1002844,1,16
1870,2,73895,3,1020156,1,18
1871,2,73904,3,1023570,1,19
1872,2,73912,3,986884,1,20
1873,2,73921,3,1025824,1,27
1874,2,73930,3,984408,1,29
1875,2,73939,3,1017214,1,30
1876,2,73947,3,1016487,1,31
1877,2,73984,1,1021612,1,9
1878,2,73996,1,997730,1,16
1879,2,74005,1,1018531,1,18
1880,2,74021,1,1024956,1,19
1881,2,74028,1,986361,1,20
1882,2,74038,1,1024703,1,27
1883,2,74047,1,991515,1,29
1884,2,74056,1,990688,1,0
1885,2,74063,1,992117,1,1
1886,2,74073,1,995244,1,3
1887,2,74081,1,1019094,1,9
1888,2,74090,1,997899,1,16
1889,2,74099,1,1015841,1,18
1890,2,74108,1,1014993,1,19
1891,2,74116,1,988074,1,20
1892,2,74125,1,1026907,1,27
1893,2,74133,1,986238,1,29
1894,2,74143,1,987621,1,0
1895,2,74154,1,993108,1,1
1896,2,74377,3,980797,1,0
1897,2,74388,1,990752,1,3
1898,2,74395,3,995540,1,1
1899,2,74404,3,994027,1,3
1900,2,74413,3,1015381,1,9
1901,2,74421,3,1002179,1,16
1902,2,74432,3,1018084,1,18
1903,2,74448,3,1015355,1,19
1904,2,74457,3,992446,1,20
1905,2,74466,3,1023974,1,27
1906,2,74475,3,992044,1,29
1907,2,74490,1,1016762,1,9
1908,2,74493,3,1016997,1,30
1909,2,74499,1,1004376,1,16
1910,2,74511,1,1017295,1,18
1911,2,74522,1,1017598,1,19
1912,2,74526,3,1006376,1,31
1913,2,74532,1,993028,1,20
1914,2,74542,1,1026925,1,27
1915,2,74551,1,985676,1,29
1916,2,74567,3,1006533,1,30
1917,2,74571,1,1014327,1,30
1918,2,74581,1,1009636,1,31
1919,2,74590,1,993113,1,0
1920,2,74604,1,999713,1,1
1921,2,74609,3,1018437,1,31
1922,2,74613,1,993384,1,3
1923,2,74622,1,1015295,1,9
1924,2,74631,1,1005480,1,16
1925,2,74868,1,1026300,1,18
1926,2,74892,3,986853,1,0
1927,2,74902,3,1000101,1,1
1928,2,74911,3,990691,1,3
1929,2,74920,3,1021138,1,9
1930,2,74929,3,1000872,1,16
1931,2,74937,3,1019954,1,18
1932,2,74946,3,1018702,1,19
1933,2,74955,3,989204,1,20
1934,2,74965,3,1022888,1,27
1935,2,74973,3,986026,1,29
1936,2,74981,3,1016124,1,30
1937,2,74990,3,1012076,1,31
1938,2,74999,3,988992,1,0
1939,2,75012,1,1020125,1,19
1940,2,75015,3,1002911,1,1
1941,2,75028,1,994641,1,20
1942,2,75040,1,1021849,1,27
1943,2,75046,3,994209,1,3
1944,2,75060,1,988986,1,29
1945,2,75064,3,1020328,1,9
1946,2,75073,1,1020249,1,30
1947,2,75086,1,1011300,1,31
1948,2,75096,3,997349,1,16
1949,2,75098,1,1015636,1,30
1950,2,75107,1,1015096,1,31
1951,2,75476,3,1016017,1,18
1952,2,75493,3,1026171,1,19
1953,2,75505,3,988412,1,20
1954,2,75514,3,1029141,1,27
1955,2,75522,3,988745,1,29
1956,2,83000,1,1020591,1,30
1957,2,83030,1,1010751,1,31
1958,2,83045,1,996109,1,0
1959,2,83238,1,996616,1,1
1960,2,83272,1,989862,1,3
1961,2,83289,1,1015429,1,9
1962,2,83313,1,1001219,1,16
1963,2,83337,1,1016991,1,18
1964,2,83358,1,1016653,1,19
1965,2,83372,1,989085,1,20
1966,2,83382,1,1023860,1,27
1967,2,83390,1,986300,1,29
1968,2,83408,1,1021778,1,30
1969,2,83422,1,1006510,1,31
1970,2,83430,1,989032,1,0
1971,2,83439,1,997345,1,1
1972,2,83448,1,987537,1,3
1973,2,83456,1,1007574,1,9
1974,2,83465,1,1000696,1,16
1975,2,83782,1,1020466,1,18
1976,2,83798,1,1020065,1,19
1977,2,83810,1,990514,1,20
1978,2,83822,1,1019994,1,27
1979,2,83836,1,983216,1,29
1980,2,83846,1,1018354,1,30
1981,2,83858,1,1012505,1,31
1982,2,83868,1,985036,1,0
1983,2,83881,1,998558,1,1
1984,2,83891,1,995016,1,3
1985,2,84329,1,1015476,1,9
1986,2,84343,1,1000016,1,16
1987,2,84353,1,1020663,1,18
1988,2,84361,1,1018500,1,19
1989,2,84370,1,988173,1,20
1990,2,84378,1,1024302,1,27
1991,2,84386,1,986289,1,29
1992,2,84395,1,991131,1,0
1993,2,84450,1,1003258,1,1
1994,2,84580,3,993344,1,0
1995,2,84589,3,993606,1,1
1996,2,84608,3,989786,1,3
1997,2,84854,1,995893,1,3
1998,2,84856,3,1012027,1,9
1999,2,84863,1,1009030,1,9
2000,2,84872,1,997229,1,16
2001,2,84880,1,1018362,1,18
2002,2,84889,1,1015918,1,19
2003,2,84897,1,996357,1,20
2004,2,84907,1,1025046,1,27
2005,2,84943,3,1005802,1,16
2006,2,84951,3,1017133,1,18
2007,2,84958,1,981552,1,29
2008,2,84963,3,1019862,1,19
2009,2,84970,3,991824,1,20
2010,2,84979,3,1018638,1,27
2011,2,84987,3,981410,1,29
2012,2,84995,3,1015872,1,30
2013,2,85005,3,1014739,1,31
2014,2,85016,3,1009967,1,30
2015,2,85027,3,1014479,1,31
2016,2,85035,3,987310,1,0
2017,2,85046,3,996488,1,1
2018,2,85056,3,1000704,1,3
2019,2,85065,3,1014598,1,9
2020,2,85073,3,1000293,1,16
2021,2,85082,3,1018739,1,18
2022,2,85091,3,1020859,1,19
2023,2,85099,3,985122,1,20
2024,2,85109,3,1025107,1,27
2025,2,85117,3,987787,1,29
2026,2,85126,3,1011194,1,30
2027,2,85134,3,1009380,1,31
2028,2,85408,1,1011802,1,30
2029,2,85411,3,986344,1,0
2030,2,85419,1,1012392,1,31
2031,2,85554,3,996631,1,1
2032,2,85563,3,991335,1,3
2033,2,85572,3,1011439,1,9
2034,2,85581,3,992559,1,16
2035,2,85589,3,1017139,1,18
2036,2,85597,3,1012927,1,19
2037,2,85606,3,995624,1,20
2038,2,85615,3,1017070,1,27
2039,2,85623,3,990037,1,29
2040,2,85632,3,1012279,1,30
2041,2,85646,3,1012638,1,31
2042,2,85655,3,992873,1,0
2043,2,85663,3,997153,1,1
2044,2,85672,3,994062,1,3
2045,2,85680,3,1017240,1,9
2046,2,85689,3,1002319,1,16
2047,2,85700,3,1019735,1,18
2048,2,85709,3,1018179,1,19
2049,2,85717,3,995398,1,20
2050,2,85726,3,1020230,1,27
2051,2,85734,3,987513,1,29
2052,2,95283,1,961241,2,1
2053,2,95294,1,957839,2,4
2054,2,95298,3,953049,2,27
2055,2,95487,3,954444,2,27
2056,2,95488,1,953938,2,7
2057,2,95510,1,954617,2,10
2058,2,95520,3,952893,2,1
2059,2,95532,1,951823,2,12
2060,2,95540,3,950212,2,4
2061,2,95545,1,953218,2,13
2062,2,95561,1,954969,2,14
2063,2,95561,3,953104,2,7
2064,2,95573,3,953555,2,10
2065,2,95582,1,947742,2,15
2066,2,95590,3,947175,2,12
2067,2,95604,3,950076,2,13
2068,2,95615,3,955586,2,14
2069,2,95621,1,951893,2,24
2070,2,95628,3,954210,2,15
2071,2,95642,1,954451,2,25
2072,2,95643,3,946828,2,24
2073,2,95658,3,952939,2,25
2074,2,95666,3,950284,2,26
2075,2,95675,3,953377,2,1
2076,2,95683,3,952652,2,4
2077,2,95691,3,945982,2,7
2078,2,95702,3,950222,2,10
2079,2,95711,3,950449,2,12
2080,2,95718,3,956931,2,13
2081,2,95727,3,946697,2,14
2082,2,95735,3,951418,2,15
2083,2,95743,3,948938,2,24
2084,2,95752,3,954923,2,25
2085,2,95760,3,956366,2,26
2086,2,95767,3,947244,2,1
2087,2,95779,3,953170,2,4
2088,2,95788,3,955224,2,7
2089,2,95796,3,948198,2,10
2090,2,95805,3,953697,2,12
2091,2,95812,3,950047,2,13
2092,2,95823,3,952187,2,14
2093,2,95831,1,955047,2,26
2094,2,95834,3,959276,2,15
2095,2,95848,3,957987,2,24
2096,2,95850,1,952158,2,27
2097,2,95860,3,952044,2,25
2098,2,95875,3,948660,2,26
2099,2,95877,1,955820,2,27
2100,2,95888,3,951778,2,27
2101,2,95898,1,956662,2,1
2102,2,95902,3,952961,2,27
2103,2,95924,3,957696,2,1
2104,2,95945,3,950147,2,4
2105,2,95962,3,951925,2,7
2106,2,95972,1,952889,2,4
2107,2,95978,3,953195,2,10
2108,2,95994,1,945656,2,7
2109,2,95995,3,955271,2,12
2110,2,96008,3,947611,2,13
2111,2,96014,1,957047,2,10
2112,2,96022,3,956113,2,14
2113,2,96036,1,950840,2,12
2114,2,96050,3,954664,2,15
2115,2,96055,1,952766,2,13
2116,2,96067,3,949064,2,24
2117,2,96077,1,951646,2,14
2118,2,96084,3,950301,2,25
2119,2,96097,1,958773,2,15
2120,2,96102,3,949046,2,26
2121,2,96112,1,952009,2,24
2122,2,96120,1,956615,2,25
2123,2,96128,1,948907,2,26
2124,2,96140,1,949443,2,1
2125,2,96161,1,953396,2,4
2126,2,96170,1,953855,2,7
2127,2,96177,1,949511,2,10
2128,2,96185,1,949133,2,12
2129,2,96194,1,953165,2,13
2130,2,96202,1,952257,2,14
2131,2,96211,1,955205,2,15
2132,2,96363,1,953117,2,24
2133,2,96369,1,953795,2,25
2134,2,96445,1,956898,2,26
2135,2,96452,1,951773,2,27
2136,2,96519,1,946022,2,1
2137,2,96534,1,954485,2,4
2138,2,96542,1,952555,2,7
2139,2,96550,1,952015,2,10
2140,2,96619,1,957189,2,12
2141,2,96628,1,951844,2,13
2142,2,96636,1,950684,2,14
2143,2,96656,1,957103,2,15
2144,2,96664,1,950351,2,24
2145,2,96672,1,957656,2,25
2146,2,96680,1,952342,2,26
2147,2,96688,1,956105,2,27
2148,2,111200,3,945708,2,27
2149,2,111208,3,956165,2,1
2150,2,111216,3,957465,2,4
2151,2,111224,3,953150,2,7
2152,2,111233,3,952249,2,10
2153,2,111244,3,948916,2,12
2154,2,111251,3,954363,2,13
2155,2,111259,3,952709,2,14
2156,2,111267,3,951306,2,15
2157,2,111275,3,947840,2,24
2158,2,111284,3,950593,2,25
2159,2,111292,3,950916,2,26
2160,2,111300,3,954461,2,27
2161,2,111314,3,953030,2,1
2162,2,111322,3,960142,2,4
2163,2,111331,3,951722,2,7
2164,2,111339,3,954900,2,10
2165,2,111348,3,953414,2,12
2166,2,111356,3,959644,2,13
2167,2,111364,3,957668,2,14
2168,2,111375,3,949739,2,15
2169,2,111381,1,956025,2,27
2170,2,111387,3,952111,2,24
2171,2,111396,3,954527,2,25
2172,2,111407,3,953743,2,26
2173,2,111418,3,951135,2,1
2174,2,111432,3,952834,2,4
2175,2,111440,1,947674,2,1
2176,2,111442,3,948998,2,7
2177,2,111451,3,962460,2,10
2178,2,111460,3,953254,2,12
2179,2,111470,3,953673,2,13
2180,2,111480,1,953190,2,4
2181,2,111482,3,951962,2,14
2182,2,111494,3,949739,2,15
2183,2,111506,3,953471,2,24
2184,2,111511,1,951714,2,7
2185,2,111517,3,949523,2,25
2186,2,111528,3,951699,2,26
2187,2,111539,3,955417,2,27
2188,2,111550,3,951757,2,1
2189,2,111559,3,952269,2,4
2190,2,111568,1,952297,2,10
2191,2,111568,3,959488,2,7
2192,2,111577,3,957274,2,10
2193,2,111586,3,957348,2,12
2194,2,111594,3,958572,2,13
2195,2,111604,3,955531,2,14
2196,2,111612,3,953374,2,15
2197,2,111620,3,946560,2,24
2198,2,111630,3,955089,2,25
2199,2,111639,3,959120,2,26
2200,2,111648,3,953702,2,27
2201,2,111663,1,955940,2,12
2202,2,111705,1,954374,2,13
2203,2,111740,1,955649,2,14
2204,2,111854,1,954242,2,15
2205,2,111891,1,955585,2,24
2206,2,111915,1,957054,2,25
2207,2,111937,1,952362,2,26
2208,2,111953,1,950135,2,27
2209,2,111966,1,955476,2,1
2210,2,111973,1,950377,2,4
2211,2,111981,1,954226,2,7
2212,2,111989,1,953109,2,10
2213,2,111998,1,950930,2,12
2214,2,112006,1,957313,2,13
2215,2,112015,1,950831,2,14
2216,2,112023,1,954581,2,15
2217,2,112031,1,960319,2,24
2218,2,112039,1,953011,2,25
2219,2,112047,1,957608,2,26
2220,2,112055,1,950405,2,1
2221,2,112066,1,948933,2,4
2222,2,112074,1,953856,2,7
2223,2,112082,1,945859,2,10
2224,2,112089,1,953888,2,12
2225,2,112099,1,956690,2,13
2226,2,112107,1,952365,2,14
2227,2,112115,1,956866,2,15
2228,2,112124,1,957607,2,24
2229,2,112132,1,953842,2,25
2230,2,112141,1,955322,2,26
2231,2,112148,1,954899,2,27
2232,2,112156,1,957906,2,1
2233,2,112166,1,956251,2,4
2234,2,112174,1,951265,2,7
2235,2,112182,1,948762,2,10
2236,2,112190,1,947299,2,12
2237,2,112198,1,950111,2,13
2238,2,112267,1,947603,2,14
2239,2,112273,1,951692,2,15
2240,2,112281,1,953196,2,24
2241,2,112290,1,955192,2,25
2242,2,112297,1,958185,2,26
2243,2,112305,1,955611,2,27
2244,2,115063,3,953702,2,27
2245,2,115071,3,951757,2,1
2246,2,115079,3,952269,2,4
2247,2,115088,3,959488,2,7
2248,2,115096,3,957274,2,10
2249,2,115104,3,957348,2,12
2250,2,115113,3,958572,2,13
2251,2,115120,3,955531,2,14
2252,2,115128,3,953374,2,15
2253,2,115136,3,946560,2,24
2254,2,115144,3,955089,2,25
2255,2,115153,3,959120,2,26
2256,2,115874,1,955611,2,27
2257,2,115887,1,957906,2,1
2258,2,115899,1,956251,2,4
2259,2,115925,1,951265,2,7
2260,2,115953,1,948762,2,10
2261,2,115980,1,947299,2,12
2262,2,115991,1,950111,2,13
2263,2,116001,1,947603,2,14
2264,2,116010,1,951692,2,15
2265,2,116018,1,953196,2,24
2266,2,116026,1,955192,2,25
2267,2,116034,1,958185,2,26
2268,2,122465,1,950232,2,27
2269,2,122479,1,955122,2,1
2270,2,122493,1,954996,2,4
2271,2,122503,1,951279,2,7
2272,2,122514,1,955960,2,10
2273,2,122527,3,957480,2,1
2274,2,122529,1,950034,2,12
2275,2,122543,1,956934,2,13
2276,2,122553,1,956316,2,14
2277,2,122554,3,948110,2,4
2278,2,122567,1,952940,2,15
2279,2,122578,1,952328,2,24
2280,2,122587,1,957589,2,25
2281,2,122595,1,954650,2,26
2282,2,122686,1,953863,2,1
2283,2,122694,1,954110,2,4
2284,2,122702,1,951260,2,7
2285,2,122710,1,953447,2,10
2286,2,122718,1,956380,2,12
2287,2,122726,1,956265,2,13
2288,2,122734,1,954459,2,14
2289,2,122742,1,954967,2,15
2290,2,122751,1,958799,2,24
2291,2,122759,1,949762,2,25
2292,2,122767,1,957941,2,26
2293,2,122775,1,952110,2,27
2294,2,122780,3,953525,2,7
2295,2,122795,3,950285,2,10
2296,2,122805,3,952630,2,12
2297,2,122813,3,952523,2,13
2298,2,122820,3,951631,2,14
2299,2,122836,3,949926,2,15
2300,2,122844,3,954817,2,24
2301,2,122852,3,953446,2,25
2302,2,122861,3,949217,2,26
2303,2,122869,3,953432,2,27
2304,2,123070,3,950331,2,1
2305,2,123078,3,953363,2,4
2306,2,123086,3,956303,2,7
2307,2,123094,3,952956,2,10
2308,2,123103,3,952524,2,12
2309,2,123110,3,946784,2,13
2310,2,123118,3,956716,2,14
2311,2,123126,3,952828,2,15
2312,2,123134,3,951878,2,24
2313,2,123142,3,956365,2,25
2314,2,123150,3,956052,2,26
2315,2,123158,3,952303,2,27
2316,2,123343,3,951663,2,27
2317,2,123350,3,958113,2,1
2318,2,123358,3,951771,2,4
2319,2,123367,3,951263,2,7
2320,2,123375,3,949233,2,10
2321,2,123383,3,956390,2,12
2322,2,123391,3,960438,2,13
2323,2,123400,3,956386,2,14
2324,2,123407,3,952503,2,15
2325,2,123415,3,953521,2,24
2326,2,123423,3,952900,2,25
2327,2,123431,3,952611,2,26
2328,2,126955,1,953721,2,27
2329,2,126966,1,958882,2,1
2330,2,126989,1,951219,2,4
2331,2,127003,1,953913,2,7
2332,2,127021,1,953584,2,10
2333,2,127037,1,961696,2,12
2334,2,127049,1,959008,2,13
2335,2,127060,1,949362,2,14
2336,2,127072,1,962586,2,15
2337,2,127080,1,953737,2,24
2338,2,127088,1,956934,2,25
2339,2,127097,1,951055,2,26
2340,2,129933,3,958434,2,27
2341,2,129942,3,951486,2,1
2342,2,129954,3,951922,2,4
2343,2,129964,3,944351,2,7
2344,2,129971,3,955872,2,10
2345,2,129979,3,951356,2,12
2346,2,129987,3,959262,2,13
2347,2,129996,3,956093,2,14
2348,2,130005,3,950520,2,15
2349,2,130013,3,953099,2,24
2350,2,130021,3,950718,2,25
2351,2,130033,3,955220,2,26
2352,2,130356,1,953592,2,1
2353,2,130371,1,949841,2,4
2354,2,130379,1,955181,2,7
2355,2,130387,1,954932,2,10
2356,2,130396,1,954896,2,12
2357,2,130404,1,950688,2,13
2358,2,130411,1,952894,2,14
2359,2,130419,1,951629,2,15
2360,2,130428,1,949830,2,24
2361,2,130437,1,956813,2,25
2362,2,130444,1,955465,2,26
2363,2,130452,1,954395,2,27
2364,2,142479,1,382355,3,2
2365,2,142487,1,383861,3,5
2366,2,142521,3,385044,3,2
2367,2,142531,3,383265,3,5
2368,2,142546,3,384190,3,8
2369,2,142555,1,383617,3,8
2370,2,142560,3,382699,3,11
2371,2,142567,3,384623,3,20
2372,2,142569,1,383054,3,11
2373,2,142572,3,385245,3,21
2374,2,142575,3,381755,3,22
2375,2,142582,3,384128,3,23
2376,2,142584,3,384694,3,28
2377,2,142586,1,384221,3,20
2378,2,142597,1,383557,3,21
2379,2,142605,1,383773,3,22
2380,2,142609,1,386244,3,23
2381,2,142612,1,384909,3,28
2382,2,142614,1,383901,3,30
2383,2,142617,1,381381,3,31
2384,2,142622,1,382144,3,32
2385,2,142624,1,382925,3,2
2386,2,142628,1,382371,3,5
2387,2,142633,1,382053,3,8
2388,2,142640,1,385212,3,11
2389,2,142641,1,384187,3,20
2390,2,142644,1,384196,3,21
2391,2,142648,1,384432,3,22
2392,2,142651,1,384925,3,23
2393,2,142654,1,385671,3,28
2394,2,142658,1,383423,3,30
2395,2,142661,1,385520,3,31
2396,2,142664,1,383100,3,32
2397,2,142664,3,384151,3,30
2398,2,142672,1,383396,3,2
2399,2,142674,1,386144,3,5
2400,2,142677,1,384797,3,8
2401,2,142681,1,386895,3,11
2402,2,142684,1,384095,3,20
2403,2,142687,1,384117,3,21
2404,2,142690,1,385336,3,22
2405,2,142693,1,384208,3,23
2406,2,142697,1,384923,3,28
2407,2,142700,1,382526,3,30
2408,2,142704,1,382182,3,31
2409,2,142707,1,383662,3,32
2410,2,142710,1,384281,3,2
2411,2,142715,1,383046,3,5
2412,2,142716,1,384424,3,8
2413,2,142721,1,383519,3,11
2414,2,142723,1,383454,3,20
2415,2,142726,1,386499,3,21
2416,2,142730,1,384665,3,22
2417,2,142733,1,383949,3,23
2418,2,142736,1,386772,3,28
2419,2,142739,1,382662,3,30
2420,2,142742,1,383457,3,31
2421,2,142747,1,384689,3,32
2422,2,142820,3,383273,3,31
2423,2,142824,3,383311,3,32
2424,2,142829,3,383493,3,2
2425,2,142834,3,382642,3,5
2426,2,142839,3,383676,3,8
2427,2,142843,3,383189,3,11
2428,2,142848,3,383052,3,20
2429,2,142854,3,384004,3,21
2430,2,142864,3,383349,3,22
2431,2,142869,3,384526,3,23
2432,2,142875,3,384988,3,28
2433,2,142879,3,383441,3,30
2434,2,142889,3,384418,3,31
